"Deal ID","Deal Name","Deal Stage","Close Date","Deal owner","Amount","Associated Company ID","Associated Company","Associated Contact IDs","Associated Contacts"
"1955543664","mu sigma website app","Application Submitted","2020-05-31 15:19","dbaigel1@gmail.com","","3824737294","Mu Sigma","",""
"2008696961","geeky reality tufts handshake","Application Submitted","2020-05-31 15:19","dbaigel1@gmail.com","","3887946624","GeekyGirlReality","",""
"1956147292","hatch website app","Application Submitted","2020-05-31 15:19","dbaigel1@gmail.com","","3824728135","hatchcard.com","",""
"1956147953","Guild credit website app","Application Submitted","2020-05-31 15:11","dbaigel1@gmail.com","","3824724073","Guild Technology Inc.","",""
"2009112198","pagerduty tufts handshake","Application Submitted","2020-05-31 15:09","dbaigel1@gmail.com","","3887877331","PagerDuty","",""
"1959726492","blackrock linkedin app","Application Submitted","2020-05-31 15:06","dbaigel1@gmail.com","","3826153672","BlackRock, Inc.","",""
"1955543200","rheaply website app","Application Submitted","2020-05-31 14:59","dbaigel1@gmail.com","","3824663124","Rheaply, Inc.","",""
"1959783968","vts linkedin app","Application Submitted","2020-05-31 14:51","dbaigel1@gmail.com","","3826131878","View The Space","",""
"1973827228","grail tufts handshake","Application Submitted","2020-05-31 14:36","dbaigel1@gmail.com","","3841610958","GRAIL","",""
"1973798969","envision horizons tufts handshake","Application Submitted","2020-05-31 14:26","dbaigel1@gmail.com","","3841502314","Envision Horizons","",""
"1973826770","surround tufts handshake","Application Submitted","2020-05-31 14:25","dbaigel1@gmail.com","","3841561770","Surround Insurance","",""
"1973383815","consultadd tufts handshake","Application Submitted","2020-05-31 14:22","dbaigel1@gmail.com","","3841582458","ConsultAdd Inc.","",""
"1973438444","vetcove tufts handshake","Application Submitted","2020-05-31 14:21","dbaigel1@gmail.com","","3841502186","Vetcove Inc.","",""
"1990630924","charterUP tufts handshake","Technical Assessment Completed","2020-05-31 14:19","dbaigel1@gmail.com","","3841482369","CharterUp, LLC","",""
"1973291029","zocdoc website app","Application Submitted","2020-05-31 13:52","dbaigel1@gmail.com","","3841436856","Zocdoc","",""
"2236986064","morning consult referral (recruiter)","Interview Completed","2020-05-31 13:31","dbaigel1@gmail.com","","","","",""
"1973395706","bully pulpit tufts handshake","Not Hired","2020-05-27 13:30","dbaigel1@gmail.com","","3841611085","bpimedia.com","",""
"1960287405","acquia website app","Not Hired","2020-05-22 12:01","dbaigel1@gmail.com","","3826492763","Acquia Inc.","",""
"1962330561","remind linkedin app","Not Hired","2020-05-21 12:56","dbaigel1@gmail.com","","3827133138","Remind","",""
"2005745213","monday tufts handshake","Not Hired","2020-05-20 14:24","dbaigel1@gmail.com","","3883233476","monday.com","",""
"1953348996","unlearn website app","Not Hired","2020-05-18 13:01","dbaigel1@gmail.com","","3823490984","unlearn","",""
"2003934908","ribbon health recruiter referral","Not Hired","2020-05-18 12:28","dbaigel1@gmail.com","","3881489743","Ribbon Health Inc","",""
"1952823774","game closure website app","Not Hired","2020-05-15 18:42","dbaigel1@gmail.com","","3823410795","Game Closure, Inc.","",""
"1959725942","red balloon security linkedin app","Will not Proceed","2020-05-15 11:02","dbaigel1@gmail.com","","3826153636","Red Balloon Security, Inc.","",""
"1960394132","pathai website app","Not Hired","2020-05-07 18:49","dbaigel1@gmail.com","","3826513433","PathAI","",""
"1956031858","rapidsos website app","Not Hired","2020-05-07 18:49","dbaigel1@gmail.com","","3824671989","RapidSOS","",""
"1952823718","roblox website app","Not Hired","2020-05-07 12:01","dbaigel1@gmail.com","","3823461178","Roblox Corporation","",""
"1962331479","ethos life website app","Not Hired","2020-05-05 23:10","dbaigel1@gmail.com","","3827135281","Ethos Life","",""
"1956449441","galileo health website app","Not Hired","2020-05-05 23:10","dbaigel1@gmail.com","","3825384462","Galileo Health","",""
"1962331276","crunchbase website app","Not Hired","2020-05-05 19:52","dbaigel1@gmail.com","","3827144531","crunchbase","",""
"1962332513","alto website app","Not Hired","2020-05-04 17:58","dbaigel1@gmail.com","","3827133156","Alto Pharmacy","",""
"1947471964","clever website app","Not Hired","2020-05-04 17:07","dbaigel1@gmail.com","","3794883264","Clever Inc.","",""
"1953270976","nova credit website app","Application Submitted","2020-04-30 23:03","dbaigel1@gmail.com","","2938878508","Nova Credit Inc.","",""
"1947078018","Energy hub website cold app","Not Hired","2020-04-30 22:38","dbaigel1@gmail.com","","3794883011","EnergyHub","",""
"1947505553","Summer website app","Application Submitted","2020-04-30 16:35","dbaigel1@gmail.com","","3795208405","meetsummer.org","",""
"1947480782","ohmd website app","Application Submitted","2020-04-30 15:22","dbaigel1@gmail.com","","","","",""
"1509031536","Vanta website cold app","Not Hired","2020-04-27 01:42","dbaigel1@gmail.com","","2930706516","Vanta","",""
"1806319767","hubspot referral (brett)","Not Hired","2020-04-23 20:15","dbaigel1@gmail.com","","2636233216","HubSpot, Inc.","",""
"1889686248","Ab Initio linkedin recruiter reach out to me","Not Hired","2020-04-23 13:27","dbaigel1@gmail.com","","3382848602","Ab Initio Software","",""
"1903000220","better.com referral Paul","Not Hired","2020-04-23 13:27","dbaigel1@gmail.com","","3395981277","Better Mortgage, Inc.","",""
"1889395403","codecademy cold app website","Not Hired","2020-04-16 16:10","dbaigel1@gmail.com","","3382166405","Codecademy","",""
"1809010314","nytimes referral (julian locke)","Not Hired","2020-04-07 14:03","dbaigel1@gmail.com","","","","",""
"1524935983","point72 website cold app","Not Hired","2020-04-01 18:00","dbaigel1@gmail.com","","2954031111","Point72 Asset Management","",""
"1787206538","trim website app","Application Submitted","2020-03-31 20:48","dbaigel1@gmail.com","","3265168249","TRIM","",""
"1787979450","bonobos linkedin app","Application Submitted","2020-03-31 20:00","dbaigel1@gmail.com","","3265133228","Bonobos","",""
"1787710109","datadog linkedin inmail manuela","Pre-Interview Call (Referral Call)","2020-03-31 19:49","dbaigel1@gmail.com","","3264584006","Datadog Inc","",""
"1787764190","tapad ben referral (through linkedin inmail)","Pre-Interview Call (Referral Call)","2020-03-31 19:48","dbaigel1@gmail.com","","3265146338","Tapad","",""
"1786877162","accenture linkedin app","Application Submitted","2020-03-31 19:48","dbaigel1@gmail.com","","3265146333","Accenture","",""
"1786489650","capital one referral tafari duncan","Pre-Interview Call (Referral Call)","2020-03-31 16:00","dbaigel1@gmail.com","","2636424716","Capital One","",""
"1700549745","Feather linkedin cold app","Application Submitted","2020-03-31 13:40","dbaigel1@gmail.com","","3151449302","Feather Limited","",""
"1700550033","Away website cold app","Application Submitted","2020-03-31 13:37","dbaigel1@gmail.com","","3151611046","AWAY","",""
"1790216491","yieldmo linkedin app","Application Submitted","2020-03-31 12:41","dbaigel1@gmail.com","","3270373265","Yieldmo","",""
"1789865238","brex website app","Application Submitted","2020-03-31 12:36","dbaigel1@gmail.com","","3270316078","Brex Inc","",""
"1770078187","yext becky referral","Not Hired","2020-03-25 16:00","dbaigel1@gmail.com","","2636233177","Yext","",""
"1625473308","Electric.ai Bob Goodman referral","Not Hired","2020-03-18 21:28","dbaigel1@gmail.com","","3070032477","Electric","",""
"1542143765","Cockroach Labs Referral","Not Hired","2020-03-11 13:54","dbaigel1@gmail.com","","2894889462","Cockroach Labs","",""
"1514932219","Spotify cold website app","Application Submitted","2020-03-05 12:37","dbaigel1@gmail.com","","2636238361","Spotify","",""
"1542792731","Slack Referral - Anthony through Andre","Application Submitted","2020-02-29 18:54","dbaigel1@gmail.com","","2781420311","Slack Technologies, Inc.","",""
"1515169598","Foursquare Andre Newland referral","Application Submitted","2020-02-29 18:15","dbaigel1@gmail.com","","2940259874","Foursquare","",""
"1525679369","Coinbase website cold app","Technical Assessment Completed","2020-02-29 18:08","dbaigel1@gmail.com","","2953741034","Coinbase","",""
"1586559045","Capsule8 Referral (Bob Goodman)","Second Interview Completed","2020-02-29 18:07","dbaigel1@gmail.com","","3034208656","Capsule8","",""
"1520595509","Two Bulls linkedin cold app","Application Submitted","2020-02-29 17:08","dbaigel1@gmail.com","","2949067344","Two Bulls","",""
"1520598391","B12 website cold app","Application Submitted","2020-02-29 17:01","dbaigel1@gmail.com","","2949075964","B12","",""
"1524806213","dropbox website cold app","Application Submitted","2020-02-29 15:57","dbaigel1@gmail.com","","2636822040","Dropbox","",""
"1509031443","Eden cold website app","Technical Assessment Completed","2020-02-29 15:22","dbaigel1@gmail.com","","2930685894","Eden Technologies Inc.","",""
"1514282688","Boxed website cold app","Application Submitted","2020-02-29 13:57","dbaigel1@gmail.com","","2938879603","Giddy Inc.","",""
"1514208545","Vericred linkedin cold app","Application Submitted","2020-02-29 13:39","dbaigel1@gmail.com","","2938878381","Vericred","",""
"1513576993","aspen capital linkedin cold app","Application Submitted","2020-02-29 13:32","dbaigel1@gmail.com","","2938794875","Aspen Capital","",""
"1519125553","Paypal website cold app","Application Submitted","2020-02-29 12:36","dbaigel1@gmail.com","","2946856127","Paypal","",""
"1518978113","Astorian website cold app","Application Submitted","2020-02-29 12:17","dbaigel1@gmail.com","","2946817265","Astorian, Inc.","",""
"1519485683","Benchling website cold app","Not Hired","2020-02-28 17:39","dbaigel1@gmail.com","","2946834222","Benchling, Inc.","",""
"1508653560","Harrys' linkedin cold app","Not Hired","2020-02-28 15:52","dbaigel1@gmail.com","","2930686677","Harry's, Inc","",""
"1448438111","Reddit cold application","Not Hired","2020-02-28 14:02","dbaigel1@gmail.com","","2636233258","REDDIT","",""
"1499168344","Darkstore website cold app","Not Hired","2020-02-27 12:22","dbaigel1@gmail.com","","2919166771","Darkstore, Inc.","",""
"1519117275","Avanade cold linkedin app","Not Hired","2020-02-27 01:28","dbaigel1@gmail.com","","2946816445","Avanade","",""
"1586578653","Opendoor Referral (Flora)","Not Hired","2020-02-25 12:57","dbaigel1@gmail.com","","2825510195","OPENDOOR","",""
"1541822863","Bloomberg referral application","Not Hired","2020-02-24 13:36","dbaigel1@gmail.com","","2974187116","Bloomberg","",""
"1523945625","the infatuation website cold app","Not Hired","2020-02-21 14:16","dbaigel1@gmail.com","","2951621468","The Infatuation","",""
"1473926409","Seatgeek cold website app","Not Hired","2020-02-17 18:36","dbaigel1@gmail.com","","2896194384","SeatGeek","",""
"1461407617","Notion cold website application","Not Hired","2020-02-12 22:09","dbaigel1@gmail.com","","2882728691","Notion","",""
"1508804367","Anchorage website cold app","Not Hired","2020-02-12 22:08","dbaigel1@gmail.com","","2930647449","Anchorage","",""
"1514281963","Grailed website cold app","Not Hired","2020-02-12 18:29","dbaigel1@gmail.com","","2938839156","Grailed","",""
"1509048355","Casper linkedin cold app","Not Hired","2020-02-12 17:29","dbaigel1@gmail.com","","2930686534","Casper","",""
"1520594386","Expanse linkedin cold app","Not Hired","2020-02-12 17:26","dbaigel1@gmail.com","","2949023536","Expanse, Inc.","",""
"1520598999","Petal linkedin cold app","Not Hired","2020-02-12 11:02","dbaigel1@gmail.com","","2949076242","Petal Card, Inc.","",""
"1514229848","Healthify linkedin cold app","Not Hired","2020-02-12 11:01","dbaigel1@gmail.com","","2938878578","Healthify","",""
"1542188662","Simulmedia Referral","Not Hired","2020-02-11 16:56","dbaigel1@gmail.com","","2974613607","Simulmedia Inc.","",""
"1520594667","fundera linkedin cold app","Not Hired","2020-02-11 11:33","dbaigel1@gmail.com","","2948972895","Fundera","",""
"1520571805","Ribbon website cold app","Not Hired","2020-02-10 14:32","dbaigel1@gmail.com","","2948392253","Ribbon Communications","",""
"1520572091","Knotch website cold app","Not Hired","2020-02-09 18:43","dbaigel1@gmail.com","","2949009531","Knotch, Inc.","",""
"1489437827","Color cold website app","Not Hired","2020-02-07 17:08","dbaigel1@gmail.com","","2902739524","Color Genomics","",""
"1509048620","Aalto website cold app","Not Hired","2020-02-07 17:07","dbaigel1@gmail.com","","2930701794","Broneske Sales Inc","",""
"1520593542","Kustomer linkedin cold app","Not Hired","2020-02-06 18:10","dbaigel1@gmail.com","","2949009311","Kustomer Inc.","",""
"1508804732","Omada Health cold website app","Not Hired","2020-02-06 13:47","dbaigel1@gmail.com","","2929646623","Omada Health, Inc.","",""
"1465559728","DoorDash cold website app","Not Hired","2020-02-06 11:26","dbaigel1@gmail.com","","2888102592","DoorDash","",""
"1513577053","Nova Credit linkedin cold app","Not Hired","2020-02-06 11:25","dbaigel1@gmail.com","","2938878508","Nova Credit Inc.","",""
"1508872022","Splice linkedin cold app","Not Hired","2020-02-05 11:48","dbaigel1@gmail.com","","2930706718","Splice","",""
"1497768965","Lime Scooter website cold app","Not Hired","2020-02-04 18:08","dbaigel1@gmail.com","","2915786430","Neutron Holdings, Inc.","",""
"1487025814","Robinhood website cold app","Not Hired","2020-02-04 14:48","dbaigel1@gmail.com","","2636245243","Robinhood","",""
"1499231781","Slab website cold app","Not Hired","2020-02-04 13:22","dbaigel1@gmail.com","","2919166927","Slab","",""
"1497347938","Lever cold website app","Not Hired","2020-02-04 13:22","dbaigel1@gmail.com","","2914923643","Lever","",""
"1489429082","Qualia cold website app","Not Hired","2020-02-03 22:09","dbaigel1@gmail.com","","2902692394","Qualia","",""
"1456407791","Affirm Cold Apply on website","Not Hired","2020-02-03 16:27","dbaigel1@gmail.com","","2874954152","Affirm","",""
"1499940436","Funding Circle cold linkedin app","Not Hired","2020-02-03 13:47","dbaigel1@gmail.com","","2920010717","Funding Circle","",""
"1489443170","Lattice website cold app","Not Hired","2020-02-03 13:46","dbaigel1@gmail.com","","2902195489","Lattice","",""
"1489391504","Carta cold website app","Not Hired","2020-02-01 15:07","dbaigel1@gmail.com","","2902123917","Carta Inc.","",""
"1473422519","Slack website cold app","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2781420311","Slack Technologies, Inc.","",""
"1473422284","Roofstock cold website app","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2896193879","Roofstock","",""
"1473212926","Justworks internship cold website app","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2895728683","Justworks, Inc","",""
"1473120952","Plaid website cold app","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2896194057","Plaid Inc","",""
"1472958694","Gitlab intern online cold app","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2895824515","GitLab, Inc.","",""
"1472413399","Apple cold linkedin App","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2798389149","Apple Inc.","",""
"1465941332","Yelp referral (Justin Jo)","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2888087919","Yelp Inc.","",""
"1455340540","Cloudflare cold website application","Application Submitted","2020-01-31 23:08","dbaigel1@gmail.com","","2874978832","Cloudflare","",""
"1496386710","hims website cold app","Application Submitted","2020-01-31 22:10","dbaigel1@gmail.com","","2915800804","HIMS","",""
"1497630123","quizlet website cold apply","Application Submitted","2020-01-31 22:05","dbaigel1@gmail.com","","2915800774","Quizlet Inc.","",""
"1489441886","scale.ai cold website app","Application Submitted","2020-01-31 21:34","dbaigel1@gmail.com","","2902787997","Scale Inc.","",""
"1489439100","Density cold email app","Application Submitted","2020-01-31 21:34","dbaigel1@gmail.com","","2902195286","Density Inc.","",""
"1489438914","Harbor cold website app","Application Submitted","2020-01-31 21:34","dbaigel1@gmail.com","","2902788069","Harbor","",""
"1489403502","Lyric cold website app","Application Submitted","2020-01-31 21:34","dbaigel1@gmail.com","","2902091345","Lyric","",""
"1489395924","nuro robotics cold website app","Application Submitted","2020-01-31 21:34","dbaigel1@gmail.com","","2902124088","Nuro","",""
"1443893081","Acorns website resume drop","Application Submitted","2020-01-31 21:13","dbaigel1@gmail.com","","2858981296","Acorns","",""
"1439908216","Cold Email Clearbit App","Application Submitted","2020-01-31 20:16","dbaigel1@gmail.com","","","","",""
"1439217317","Flexport call w/ Kate Scheer","Will not Proceed","2020-01-31 20:16","dbaigel1@gmail.com","","2853019363","Flexport","",""
"1444224628","Samsara cold email","Application Submitted","2020-01-31 19:17","dbaigel1@gmail.com","","2857666028","Samsara","",""
"1501515793","reserve cold website app","Application Submitted","2020-01-31 18:58","dbaigel1@gmail.com","","2920946770","reserve","",""
"1412084251","SoundHound App","Application Submitted","2020-01-31 15:39","dbaigel1@gmail.com","","2820724526","soundhound","",""
"1500202667","Blend linkedin cold app","Application Submitted","2020-01-31 14:42","dbaigel1@gmail.com","","2920473866","Blend","",""
"1474620589","instacart website cold app","Not Hired","2020-01-31 14:29","dbaigel1@gmail.com","","2896194859","Instacart","",""
"1500016369","Fictiv website cold app","Application Submitted","2020-01-31 13:46","dbaigel1@gmail.com","","2919070111","Fictiv Inc.","",""
"1500027970","adobe linkedin cold app","Application Submitted","2020-01-31 13:37","dbaigel1@gmail.com","","2781441639","adobe","",""
"1495997799","NTTData cold website app","Application Submitted","2020-01-31 13:33","dbaigel1@gmail.com","","2915146099","NTT DATA Corporation","",""
"1491054366","slapdash cold website app","Application Submitted","2020-01-31 13:33","dbaigel1@gmail.com","","2907013939","Slapdash","",""
"1491026690","Truework cold website app","Application Submitted","2020-01-31 13:33","dbaigel1@gmail.com","","2906427450","Truework","",""
"1418817540","Niantic Labs Angel List App","Not Hired","2020-01-30 21:50","dbaigel1@gmail.com","","2832308622","Niantic, Inc.","",""
"1491055089","Heap cold website app","Not Hired","2020-01-30 16:49","dbaigel1@gmail.com","","2907014176","Heap Inc.","",""
"1472482923","Discord website cold app","Not Hired","2020-01-29 13:29","dbaigel1@gmail.com","","2895728492","Discord Inc.","",""
"1417920190","Good Eggs Angel List App","Not Hired","2020-01-17 17:22","dbaigel1@gmail.com","","","","",""
